formation_complement;taille_equipe;budget_gere;nb_jour_formation_an;nb_projet;Universite_freq_encoded;Specialisation_freq_encoded;annee_experience_freq_encoded;type_emploi_freq_encoded;secteur_activite_freq_encoded;competence_professionnelle_freq_encoded;formation_complement_freq_encoded;salaire_freq_encoded;source_emploi_freq_encoded
1;14;309000000;12;13;0.004672897;0.205607477;0.177570093;0.878504673;0.004672897;0.359813084;0.602803738;0.313084112;0.226415094
0;25;0;10;0;0.140186916;0.08411215;0.593457944;0.878504673;0.004672897;0.014018692;0.397196262;0.434579439;0.014150943
1;20;500000000;30;5;0.004672897;0.08411215;0.593457944;0.878504673;0.004672897;0.004672897;0.602803738;0.434579439;0.004716981
1;6;160000000;5;3;0.004672897;0.004672897;0.593457944;0.878504673;0.004672897;0.359813084;0.602803738;0.434579439;0.226415094
0;0;1000000;15;3;0.046728972;0.023364486;0.177570093;0.042056075;0.214953271;0.359813084;0.397196262;0.252336449;0.235849057
1;3;0;10;0;0.355140187;0.088785047;0.593457944;0.878504673;0.004672897;0.009345794;0.602803738;0.313084112;0.226415094
1;15;0;0;5;0.355140187;0.046728972;0.593457944;0.878504673;0.004672897;0.359813084;0.602803738;0.434579439;0.226415094
1;20;500000000;1;10;0.004672897;0.004672897;0.593457944;0.018691589;0.004672897;0.014018692;0.602803738;0.434579439;
1;0;0;2;0;0.355140187;0.074766355;0.593457944;0.878504673;0.023364486;0.042056075;0.602803738;0.252336449;0.235849057
0;10;0;10;5;0.355140187;0.056074766;0.593457944;0.878504673;0.214953271;0.014018692;0.397196262;0.434579439;0.226415094
